"item","description","series","facility","status","avail_for_sale","list_price","net_price","disc_price","product_style","product_type","catalog_description","catalog_material","finish_code","finish","item_height","item_width","item_length","item_depth","item_diameter","item_extension","package_height","package_width","package_length","weight","freight_only","not_ul_approved","energy_star","energy_saving","es_lamp_included","dark_sky","ul_type","amps","fan_watts","rpm","motor_size","motor_poles","motor_warranty","motor_lead_wire","motor_pull_switch_type","motor_reverse_switch_type","number_of_blades","sweep","blade_side_a_color","blade_side_b_color","arm_pitch","downrod_length1","downrod_length2","overall_fan_height","ceiling_to_lower_edge_of_blade","canopy_height","fan_housing_width","bulb_type","number_of_lights","light_watts","socket","diffuser_type","diffuser_material","diffuser_panels","shade_pattern","shade_color","diffuser_shape","multi_piece_count","multi_piece_height","multi_piece_width","multi_piece_length","multi_piece_depth","multi_piece_diameter","multi_piece_extension","phase_out","vendor_origin","master_pack","inner_pack","cartons_per_item","carb_required","lacey_required","fws_required","fda_required","carb_compliant","map_price","UPC"
"819-5-65","FINURA 5LT PEND - STN","Finura","QRW","Active",2,1667.25,555.75,555.75,"Soft Contemporary","Pendant","","","STN","Satin Nickel ",18.00,21.00,.00,.00,.00,.00,22.00,23.00,23.00,27.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","5","60","Candelabra","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",1111.50,"190808136367"
"819-5-80","FINURA 5LT PEND - AGB","Finura","QRW","Active",2,1872.00,624.00,624.00,"Soft Contemporary","Pendant","","","AGB","Aged Brass ",18.00,21.00,.00,.00,.00,.00,22.00,23.00,23.00,27.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"B Type","5","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",1248.00,"190808136374"
"888-4-69","HAMMOND 4LT PEND - TXB   ","Hammond","QRW","Active",26,642.00,214.00,214.00,"","Pendant","","","TXB","Textured Black ",18.25,19.00,.00,.00,.00,.00,20.00,22.00,22.00,13.00,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","4","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",428.00,"190808117748"
"888-4-86","HAMMOND 4LT PEND - OB","Hammond","QRW","Active",85,552.00,184.00,184.00,"","Pendant","","","OB","Oiled Bronze ",18.25,19.00,.00,.00,.00,.00,22.00,22.00,20.00,13.40,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","4","60","Candelabra","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",368.00,"190808119308"
"888-6-69","HAMMOND 6LT PEND - TXB   ","Hammond","QRW","Active",33,792.00,264.00,264.00,"","Pendant","","","TXB","Textured Black ",18.75,22.00,.00,.00,.00,.00,25.00,25.00,20.00,14.80,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","6","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",528.00,"190808117755"
"888-6-86","HAMMOND 6LT PEND - OB","Hammond","QRW","Active",7,683.25,227.75,227.75,"","Pendant","","","OB","Oiled Bronze ",18.75,22.00,.00,.00,.00,.00,25.00,25.00,20.00,14.60,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","6","60","Candelabra","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",455.50,"190808119322"
"888-8-69","HAMMOND 8LT PEND - TXB   ","Hammond","QRW","Active",30,978.00,326.00,326.00,"","Pendant","","","TXB","Textured Black ",21.50,26.00,.00,.00,.00,.00,26.75,24.00,28.00,18.60,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","8","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",652.00,"190808117762"
"91525-6","52"" 5BL PINNACLE FAN - WH","Pinnacle","QRW","Active",87,339.75,113.25,113.25,"Transitional","Ceiling Fan","","","WH","White ",.00,.00,.00,,.00,.00,10.00,14.50,25.00,24.95,"N","N","N","Y","N","N","Dry",".65/.44/.23","83/36/10","162/108/64","188x22","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Washed Oak                      ","White                           ",16.00,4.00,6.00,12.60,11.02,.00,12.99,"","","","","","",,"","","",0,,,,,,,"Y","China",1,0,1,"Y         ","N         ","N         ","N         ","N         ",226.50,"190808052124"
"91525-60","52"" 5BL PINNACLE FAN -ASL","Pinnacle","QRW","Active",155,451.50,150.50,150.50,"Transitional","Ceiling Fan","","","ASL","Aged Silver Leaf ",.00,.00,.00,.00,.00,.00,10.00,14.50,25.00,25.00,"N","N","N","N","N","N","Dry",".65/.44/.23","83/36/10","162/108/64","188x22","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Walnut                          ","Weathered Oak                   ",16.00,4.00,6.00,12.60,11.02,.00,12.99,"","","","","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",301.00,"190808075178"
"91525-65","52"" 5BL PINNACLE FAN -STN","Pinnacle","QRW","Active",103,389.25,129.75,129.75,"Traditional","Ceiling Fan","","","STN","Satin Nickel ",9.75,14.25,25.00,,.00,.00,10.00,14.50,25.00,24.70,"N","N","N","Y","N","N","Dry",".65/.44/.23","83/36/10","162/108/64","188x22","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Satin Nickel                    ","Walnut                          ",16.00,4.00,6.00,12.60,11.02,.00,12.99,"","","","","","",,"","","",0,,,,,,,"N","China",1,0,1,"Y         ","N         ","N         ","N         ","N         ",259.50,"190808052131"
"8212-65","OMNI 1LT PEND - STN","Omni","QRW","Active",71,254.25,84.75,84.75,"Industrial","Pendant","","","STN","Satin Nickel ",7.25,12.00,.00,.00,.00,.00,7.00,14.00,17.00,4.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"","","","","N         ",169.50,"190808124760"
"8212-80","OMNI 1LT PEND - AGB","Omni","QRW","Active",78,269.25,89.75,89.75,"Industrial","Pendant","","","AGB","Aged Brass ",7.25,12.00,.00,.00,.00,.00,7.00,14.00,17.00,4.40,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",179.50,"190808124982"
"82124-2-6","2' 2x17W/20W T8/T12 WRAP","","QRW","Obsolete",7,91.50,30.50,7.62,"Transitional","Ceiling Mount","","","WH","White ",2.75,9.00,24.00,,.00,.00,2.75,9.00,24.50,5.20,"N","N","N","Y","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"T8 or T12 Linear","2","17 or 20","Medium Bi-Pin","","Acrylic",0,"PRISMATIC","CLEAR","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",.00,"190808053398"
"82148-2-6","4' 2x32W T8 WRAP W/ PLSTC","","QRW","Active",215,140.25,46.75,46.75,"Transitional","Ceiling Mount","","","WH","White ",2.75,9.00,48.00,,.00,.00,9.00,3.00,48.50,9.20,"N","N","N","Y","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"T8 or T12","2","32 or 40","Medium Bi-Pin","","Acrylic",0,"PRISMATIC","CLEAR","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",93.50,"190808053404"
"822-0665","1LT WH MARBLE PEND - STN","","QRW","Active",159,152.25,50.75,50.75,"Contemporary","Pendant","","","STN","Satin Nickel w/ White Marble",5.63,5.88,.00,.00,.00,.00,8.00,8.00,8.50,3.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","60","Medium","","",0,"","","",0,,,,,,,"Y","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",101.50,"190808135513"
"9005-6-8","24pk LED WET CMNT 6"" - SW","","QRW","Active",64,642.00,214.00,214.00,"Traditional","Ceiling Mount","","","SW","Studio White ",1.00,6.00,.00,.00,.00,.00,8.00,14.00,20.50,13.20,"N","N","N","N","N","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","12","","","Acrylic",0,"","White","",24,,,,,,,"N","Vietnam",1,0,1,"N         ","N         ","N         ","N         ","N         ",428.00,"190808146250"
"9005-6-86","24pk LED WET CMNT 6"" - OB","","QRW","Active",14,654.00,218.00,218.00,"Traditional","Ceiling Mount","","","OB","Oiled Bronze ",1.00,6.00,.00,.00,.00,.00,8.00,14.00,20.50,13.20,"N","N","N","N","N","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","12","","","Acrylic",0,"","White","",24,,,,,,,"N","Vietnam",1,0,1,"N         ","N         ","N         ","N         ","N         ",436.00,"190808146267"
"9005-7-86","24pk LED WET CMT 7.5"" -OB","","QRW","Active",56,688.50,229.50,229.50,"Traditional","Ceiling Mount","","","OB","Oiled Bronze ",1.00,7.50,.00,.00,.00,.00,8.50,17.75,23.25,21.20,"N","N","N","N","N","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","15","","","Acrylic",0,"","White","",24,,,,,,,"N","Vietnam",1,0,1,"N         ","N         ","N         ","N         ","N         ",459.00,"190808146281"
"901","7"" NON-IC NEW CONSTR FXTR","","QRW","Obsolete",158,34.50,11.50,2.87,"","Recessed","","","","",7.50,6.25,10.25,,.00,7.00,.00,.00,.00,4.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"PAR 38","1","150","Medium","","",0,"","","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",.00,"190808052575"
"902-11-65","LED 15w ROUND CMNT - STN","","QRW","Active",0,105.75,35.25,35.25,"Transitional","Ceiling Mount","","","STN","Satin Nickel ",3.25,11.50,.00,.00,.00,.00,12.75,4.25,12.50,1.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","15","Array","","",0,"","","",0,,,,,,,"N","Vietnam",10,1,1,"","","","","N         ",70.50,"190808052605"
"902-11-69","LED 15w ROUND CMNT - TXB ","","QRW","Active",0,114.75,38.25,38.25,"Transitional","Ceiling Mount","","","TXB","Textured Black ",3.25,11.50,.00,.00,.00,.00,12.75,4.25,12.50,2.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","15","Array","","Acrylic",0,"","White","",0,,,,,,,"N","Vietnam",10,1,0,"N         ","N         ","N         ","N         ","N         ",76.50,"190808118288"
"902-15-65","LED 23w ROUND CMNT - STN","","QRW","Active",0,150.75,50.25,50.25,"Transitional","Ceiling Mount","","","STN","Satin Nickel ",3.75,14.50,.00,.00,.00,.00,15.75,4.75,15.75,3.30,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","23","Array","","",0,"","","",0,,,,,,,"N","Vietnam",6,1,1,"N         ","N         ","N         ","N         ","N         ",100.50,"190808052612"
"826-69","15"" PYLON PEND - TXB     ","","QRW","Active",54,394.50,131.50,131.50,"Transitional","Pendant","","","TXB","Textured Black w/ Clear",15.50,9.00,.00,.00,.00,.00,12.25,12.25,17.50,12.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",263.00,"190808136565"
"826-80","15"" PYLON PEND - AGB","","QRW","Active",0,462.00,154.00,154.00,"Transitional","Pendant","","","AGB","Aged Brass w/ Clear",15.50,9.00,.00,.00,.00,.00,11.50,11.50,22.00,7.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",308.00,"190808136572"
"829-3-6980","EMPIRE 3LT ENTRY -TXB/AGB","Empire","QRW","Active",51,688.50,229.50,229.50,"","Entry","","","TXB","Textured Black w/ Aged Brass",23.50,13.00,.00,.00,.00,.00,24.00,15.00,15.00,12.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","60","Candelabra","","Glass",0,"","Clear/Fluted","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",459.00,"190808144751"
"83-14-3280","14"" SPHERE PEND - BLU/AGB","","QRW","Active",40,648.00,216.00,216.00,"Soft Contemporary","Pendant","","","BL","Blue w/ Aged Brass",14.50,14.75,.00,.00,.00,.00,17.00,17.50,17.50,10.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",432.00,"190808135070"
"86-3-69","3LT DRIFTWOOD SPHERE -TXB","","QRW","Active",28,531.00,177.00,177.00,"Transitional","Pendant","","","TXB","Textured Black w/ Driftwood finish",17.00,17.00,.00,.00,.00,.00,18.75,17.00,18.00,9.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"B Type","3","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",354.00,"190808140708"
"882-69","1LT CLR/FROST PEND - TXB ","","QRW","Active",0,96.75,32.25,32.25,"Transitional","Pendant","","","TXB","Textured Black ",9.25,5.00,.00,.00,.00,.00,12.75,7.50,7.50,4.30,"N","N","N","N","N","N","Dry","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","1","60","Medium","","Glass",0,"","","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",64.50,"190808118684"
"83-14-6980","14"" SPHERE PEND - TXB/AGB","","QRW","Active",93,648.00,216.00,216.00,"Soft Contemporary","Pendant","","","TXB","Textured Black w/ Aged Brass",14.50,14.75,.00,.00,.00,.00,17.00,17.50,17.50,9.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","1","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",432.00,"190808135063"
"83-75","ARTISAN BELL/WOOD - ARB","","QRW","Active",13,366.75,122.25,122.25,"Transitional","Pendant","","","ARB","Artisan's Brass ",23.00,13.25,.00,.00,.00,.00,23.75,15.50,15.50,11.80,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","40","Medium","","",0,"","","",0,,,,,,,"N","India",1,0,1,"N         ","N         ","N         ","N         ","N         ",244.50,"190808134530"
"83-8-6941","PAXTON 8LT LINR/GL-TXB/WO","Paxton","QRW","Active",7,1632.00,544.00,544.00,"Transitional","Chandelier","","","TXB","Textured Black w/ Weathered Oak Finish",11.75,15.50,40.50,.00,.00,.00,15.75,19.25,44.50,25.87,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","8","100","Medium","","Glass",0,"","Stone / Seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",1088.00,"190808140623"
"83-8-6980","PAXTON 8LT LIN/GL-TXB/AGB","Paxton","QRW","Active",3,1632.00,544.00,544.00,"Transitional","Chandelier","","","TXB","Textured Black w/ Aged Brass",11.75,15.50,40.50,.00,.00,.00,15.75,19.25,44.50,26.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","8","100","Medium","","Glass",0,"","Stone / Seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",1088.00,"190808140630"
"911-18-62","LED 18"" VANITY - PN","","QRW","Active",0,265.50,88.50,88.50,"Modern and Contemporary","Vanity","","","PN","Polished Nickel w/ Matte White Acrylic",5.25,18.00,.00,.00,.00,3.75,5.50,10.75,20.00,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","13","Array","","",0,"","","",0,,,,,,,"Y","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",177.00,"190808109415"
"911-18-65","LED 18"" VANITY - STN","","QRW","Active",68,265.50,88.50,88.50,"Modern and Contemporary","Vanity","","","STN","Satin Nickel w/ Matte White Acrylic",5.25,18.00,.00,.00,.00,3.75,5.50,10.75,20.00,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","13","Array","","",0,"","","",0,,,,,,,"Y","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",177.00,"190808109460"
"911-18-86","LED 18"" VANITY - OB","","QRW","Active",85,259.50,86.50,86.50,"Modern and Contemporary","Vanity","","","OB","Oiled Bronze w/ Matte White Acrylic",5.25,18.00,.00,.00,.00,3.75,5.50,10.75,20.00,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","1","13","Array","","",0,"","","",0,,,,,,,"Y","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",173.00,"190808109477"
"911-24-62","LED 24"" VANITY - PN","","QRW","Active",41,336.00,112.00,112.00,"Modern and Contemporary","Vanity","","","PN","Polished Nickel w/ Matte White Acrylic",5.25,23.50,.00,.00,.00,3.75,5.50,10.75,26.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","2","9","Array","","",0,"","","",0,,,,,,,"Y","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",224.00,"190808109422"
"911-24-65","LED 24"" VANITY - STN","","QRW","Active",16,336.00,112.00,112.00,"Modern and Contemporary","Vanity","","","STN","Satin Nickel w/ Matte White Acrylic",5.25,23.50,.00,.00,.00,3.75,5.50,10.75,26.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"LED","2","9","Array","","",0,"","","",0,,,,,,,"Y","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",224.00,"190808109484"
"84-10-6941","PAXTON 10LT LINEAR-TXB/WO","Paxton","QRW","Active",33,1296.00,432.00,432.00,"Transitional","Chandelier","","","TXB","Textured Black w/ Weathered Oak Finish",11.75,12.25,40.75,.00,.00,.00,11.25,16.00,44.50,19.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","10","100","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",864.00,"190808140647"
"84-10-6980","PAXTON 10LT LINR -TXB/AGB","Paxton","QRW","Active",35,1296.00,432.00,432.00,"Transitional","Chandelier","","","TXB","Textured Black w/ Aged Brass",11.75,12.25,40.75,.00,.00,.00,11.25,16.00,44.50,19.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","10","100","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",864.00,"190808140654"
"84-75","ARTISAN HOOD/WOOD - ARB","","QRW","Active",0,454.50,151.50,151.50,"Transitional","Pendant","","","ARB","Artisan's Brass ",19.75,19.75,.00,.00,.00,.00,21.00,22.25,22.25,15.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","40","Medium","","",0,"","","",0,,,,,,,"N","India",1,0,1,"N         ","N         ","N         ","N         ","N         ",303.00,"190808134547"
"8407-5-69","MONUMENT 5LT NOOK - TXB  ","Monument","QRW","Active",23,918.00,306.00,306.00,"Transitional","Nook","","","TXB","Textured Black ",20.00,21.00,.00,.00,.00,.00,22.00,23.00,23.00,14.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","5","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",612.00,"190808117694"
"8407-5-74","MONUMENT 5LT NOOK - GL","Monument","QRW","Active",32,954.00,318.00,318.00,"Transitional","Nook","","","GL","Gold Leaf ",20.00,21.00,.00,.00,.00,.00,23.00,23.00,22.00,14.00,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","5","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",636.00,"190808117335"
"85-75","ARTISAN DOME PEND - ARB","","QRW","Active",0,489.00,163.00,163.00,"Transitional","Pendant","","","ARB","Artisan's Brass ",17.75,23.75,.00,.00,.00,.00,19.75,25.25,25.25,17.60,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","40","Medium","","",0,"","","",0,,,,,,,"N","India",1,0,1,"","","","","N         ",326.00,"190808134509"
"8507-6-64","MONUMENT 6LT LINEAR - CLN","Monument","QRW","Active",17,1075.50,358.50,358.50,"Transitional","Entry","","","CLN","Classic Nickel ",20.00,20.00,38.00,.00,.00,.00,23.50,41.00,24.00,24.60,"Y","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","6","60","Candelabra","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",717.00,"190808119421"
"8507-6-69","MONUMENT 6LT LINEAR - TXB","Monument","QRW","Active",37,1258.50,419.50,419.50,"Transitional","Pendant","","","TXB","Textured Black ",20.00,20.00,38.00,.00,.00,.00,41.00,24.00,23.50,26.00,"Y","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","6","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",839.00,"190808117717"
"8507-6-74","MONUMENT 6LT LINEAR - GL","Monument","QRW","Active",7,1296.00,432.00,432.00,"Transitional","Pendant","","","GL","Gold Leaf ",20.00,20.00,38.00,.00,.00,.00,23.50,41.00,24.00,25.00,"Y","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","6","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",864.00,"190808117359"
